sale,10.00,0,15085 
sale,10.00,0,15087 
sale,10.00,0,15088 
sale,10.00,0,15094 
sale,10.00,0,15104 
sale,10.00,0,15105 
sale,10.00,0,15110 
sale,10.00,0,15113 
sale,10.00,0,15114 
sale,10.00,0,15115 
sale,10.00,0,15117 
sale,10.00,0,15118 
sale,10.00,0,15119 
sale,10.00,0,15120 
sale,10.00,0,15121 
sale,10.00,0,15122 
sale,10.00,0,15123 
sale,10.00,0,15158 
sale,10.00,0,15159 
sale,10.00,0,15161 
sale,10.00,0,15164 
sale,10.00,0,15165 
sale,10.00,0,15166 
sale,10.00,0,15167 
sale,10.00,0,15168 
sale,10.00,0,15169 
sale,19.00,1006,15173 
sale,19.00,0,15179 
sale,19.00,0,15181 
sale,19.00,1195,15182 
sale,19.00,0,15189 
sale,19.00,1461,15190 
sale,19.00,1567,15193 
sale,19.00,0,15194 
sale,19.00,0,15195 
sale,19.00,2722,15214 
sale,19.00,2727,15215 
sale,19.00,2750,15216 
sale,19.00,2763,15218 
sale,19.00,2794,15220 
sale,19.00,2796,15221 
sale,19.00,3320,15227 
sale,19.00,3364,15229 
sale,19.00,0,15233 
sale,19.00,3798,15243 
sale,19.00,3907,15247 
sale,19.00,4032,15251 
sale,19.00,4126,15253 
sale,19.00,4472,15261 
sale,19.00,4742,15264 
sale,19.00,0,15265 
sale,19.00,4920,15267 
sale,19.00,4962,15270 
sale,19.00,5059,15276 
sale,19.00,5346,15278 
sale,19.00,5463,15282 
sale,19.00,5527,15285 
sale,19.00,5582,15287 
sale,19.00,5681,15290 
sale,19.00,5684,15291 
sale,19.00,5738,15293 
sale,19.00,5944,15301 
sale,19.00,6036,15304 
sale,19.00,6371,15310 
sale,19.00,6376,15311 
sale,19.00,6559,15316 
sale,19.00,0,15317 
sale,19.00,6809,15325 
sale,19.00,7195,15336 
sale,19.00,7248,15337 
sale,19.00,7277,15340 
sale,19.00,7362,15342 
sale,19.00,7462,15343 
sale,19.00,7485,15345 
sale,19.00,7654,15349 
sale,19.00,7665,15351 
sale,19.00,7712,15353 
sale,19.00,7871,15355 
sale,19.00,8267,15362 
sale,19.00,8434,15370 
sale,19.00,8450,15371 
sale,19.00,8498,15373 
sale,19.00,8502,15374 
sale,19.00,8523,15376 
sale,19.00,8615,15379 
sale,19.00,0,15380 
sale,19.00,8679,15384 
sale,19.00,8686,15386 
sale,19.00,8796,15389 
sale,19.00,8814,15390 
sale,19.00,8816,15391 
sale,19.00,0,15393 
sale,19.00,0,15394 
sale,19.00,9100,15401 
sale,19.00,9135,15403 
sale,19.00,9158,15406 
sale,19.00,0,15412 
sale,19.00,0,15417 
sale,19.00,9640,15418 
sale,19.00,9705,15421 
sale,19.00,0,15423 
sale,19.00,9727,15424 
sale,19.00,10047,15433 
sale,19.00,10134,15437 
sale,19.00,10194,15439 
sale,19.00,10408,15446 
sale,19.00,10532,15450 
sale,19.00,10747,15455 
sale,19.00,10826,15463 
sale,19.00,11094,15471 
sale,19.00,11175,15474 
sale,19.00,11221,15475 
sale,19.00,11631,15484 
sale,19.00,11752,15489 
sale,19.00,12315,15505 
sale,19.00,12537,15508 
sale,19.00,0,15512 
sale,19.00,12716,15513 
sale,19.00,12849,15516 
sale,19.00,12926,15518 
sale,19.00,12941,15522 
sale,19.00,12953,15523 
sale,19.00,13227,15530 
sale,19.00,13373,15535 
sale,19.00,13671,15546 
sale,19.00,13965,15552 
sale,19.00,14310,15564 
sale,19.00,14468,15567 
sale,19.00,14617,15571 
sale,19.00,14618,15572 
sale,19.00,14679,15576 
sale,19.00,14799,15577 
sale,19.00,14875,15579 
sale,19.00,15275,15590 
sale,19.00,15347,15593 
sale,19.00,15350,15594 
sale,19.00,15689,15599 
sale,19.00,15808,15603 
sale,19.00,15867,15605 
sale,19.00,15912,15608 
sale,19.00,16053,15611 
sale,19.00,16492,15617 
sale,19.00,16551,15621 
sale,19.00,16572,15624 
sale,19.00,16874,15630 
sale,19.00,17082,15639 
sale,19.00,17346,15646 
sale,19.00,18210,15667 
sale,19.00,18397,15669 
sale,19.00,18718,15677 
sale,19.00,18732,15678 
sale,19.00,18798,15681 
sale,19.00,0,15687 
sale,19.00,19367,15690 
sale,19.00,19372,15692 
sale,19.00,0,15696 
sale,19.00,0,15697 
sale,19.00,19700,15704 
sale,19.00,0,15711 
sale,19.00,20071,15719 
sale,19.00,20276,15721 
sale,19.00,20278,15722 
sale,19.00,0,15723 
sale,19.00,20477,15728 
sale,19.00,20646,15733 
sale,19.00,20820,15736 
sale,19.00,20938,15739 
sale,19.00,21006,15740 
